,title,description,url,location
108,Потерялась трехцветка Калининград ,Кошка возраст лет 7 похоже сиамская поселилась во дворе Литейный пр. д.33 (Есенинский дом) явно домашняя видимо выпала из окна здоровая. Местные коты её не принимают в подвал не пускают животное погибнет от холода.,https://kinpet.ru/kaliningrad/koshki/poteryalas-trekhtsvetka-kaliningrad-62952/,Калининград 
109,Пропал кот ,"Найдена девочка алабай САО, белая с рыжими пятнами. Брезентовый ошейник. В районе 3 Пушкарной улицы. ",https://kinpet.ru/drugie-yar/koshki/propal-kot-62942/,с. Купанское 
110,Пропал Кот Флип ,"Замечен котенок/кошка, окрас камышовый с белым (Екатеринбург, Центр, Ленинский район)Обитает во дворе около недели, громко плачет, прячется под машинами, близко не подходит, на человеческую речь отзывается, боится, поэтому поймать трудноЕсли кто-то узнал своего питомца, то, пожалуйста, отзовитесь",https://kinpet.ru/moskva/koshki/propal-kot-flip-62918/,Москва 
111,Пропал кот Ломоносовский район /Олики/Юг/Цветочное ,"Потерялась домашняя кошка трехцветка. Шерсть короткая, небольного размера. Выскочила из окна ночью 18 сентября на Б.Хмельницкого 31, (Калининград). Очень пугливая, абсолютно домашняя, на улице не бывает. Пожалуйста, если кто видел - позвоните ",https://kinpet.ru/drugie-len/koshki/propal-kot-lomonosovskiy-rayon-oliki-yug-tsvetochnoe-62901/,коттеджный пос. Цветочное 
112,Пропал кот Кузьма ,Еще 4 фото,https://kinpet.ru/drugie-mos/koshki/propal-kot-kuzma-62898/,пос. 2-я Смирновка 
113,Найдена кошка ,"Прокат кот, зовут Граф. Возраст 1 год 3-4 месяца. Темно-серого цвета, с белой грудкой и белыми носочками, крупный. Очень добрый и ласковый",https://kinpet.ru/moskva/koshki/naydena-koshka-62897/,Москва 
114,КОШКА ищет хозяев в Химках ,Еще 4 фото,https://kinpet.ru/khimki/koshki/koshka-ishchet-khozyaev-v-khimkakh-62894/,Химки 
115,Пропала собака ,"Мальчик, 3 года, белые перчатки, белые гольфы. Окрас шпротик, пугливый. Возможно выбежал в подъезд или упал с 13 этажа.Нашедшему вознаграждение 50 000р",https://kinpet.ru/drugie-mos/sobaki/propala-sobaka-62891/,д. Горки 
116,Отдам в добрые руки ,"Ломоносовский район, Ропшинское сельское поселение, территория ЮГ (район Цветочное/Сергеевка/Олики). Пропал кот. Убежал 2 сентября и не вернулся серый полосатый короткошерстный серый полосатый (обычный)кот Мурзик, 7 лет, кастрирован. Грудка и кончики лапок белые, живот рыжеватый леопардово-пятнистый, на шее был оранжевый с чёрным пластиковый ошейник. Нос оранжевый с крошечными чёрным пятнышком. Возможно, поселился недалеко от вас...Сообщите, пожалуйста, если видели. Ищем, любим, ждем.",https://kinpet.ru/volgograd/sobaki/otdam-v-dobrye-ruki-62886/,Волгоград 
117,Украдена собака ,"Кот бело- черного окраса, большого размера. С белыми носочками. Под подбородком черное пятно. Нос оцарапан. Ласковый, домашний. Всех боится. Убежал в первый дачный день",https://kinpet.ru/krasnoyarsk/sobaki/ukradena-sobaka-62876/,Красноярск 
118,Потерялась собака!! ,"Серая кошка с белой полосой на мордочке, белой грудкой и белыми носочками.",https://kinpet.ru/korolev/sobaki/poteryalas-sobaka--62863/,Королев 
